Subject_ID,Loc_Plot_State1,Loc_Plot_City1,Loc_Plot_State2,Loc_Plot_City2,Date_Exposure,Plot_Target1,Plot_Target2,Plot_Target3,Attack_Preparation,Op_Security,Changing_Target,Anticp_Fatals_Targ,Internet_Use_Plot,Extent_Plot,Violent,Criminal_Severity,Criminal_Charges,Indict_Arrest,Current_Status,Group_Membership,Terrorist_Group_Name1,Terrorist_Group_Name2,Terrorist_Group_Name3,Actively_Recruited,Recruiter1,Recruiter2,Recruiter3,Actively_Connect,Group_Competition,Role_Group,Length_Group,Clique,Clique_Radicalize,Clique_Connect,Internet_Radicalization,Media_Radicalization,Social_Media,Social_Media_Frequency,Social_Media_Platform1,Social_Media_Platform2,Social_Media_Platform3,Social_Media_Activities1,Social_Media_Activities2,Social_Media_Activities3,Social_Media_Activities4,Social_Media_Activities5,Social_Media_Activities6,Social_Media_Activities7,Radicalization_Islamist,Radicalization_Far_Right,Radicalization_Far_Left,Radicalization_Single_Issue,Ideological_Sub_Category1,Ideological_Sub_Category2,Ideological_Sub_Category3,Loc_Habitation_State1,Loc_Habitation_City1,Loc_Habitation_State2,Loc_Habitation_City2,Itinerant,External_Rad,Rad_duration,Radical_Behaviors,Radical_Beliefs,US_Govt_Leader,Foreign_Govt_Leader,Event_Influence1,Event_Influence2,Event_Influence3,Event_Influence4,Beliefs_Trajectory,Behaviors_Trajectory,Radicalization_Sequence,Radicalization_Place,Prison_Radicalize,Broad_Ethnicity,Age,Marital_Status,Children,Age_Child,Gender,Religious_Background,Convert,Convert_Date,Reawakening,Reawakening_Date,Citizenship,Residency_Status,Nativity,Time_US_Months,Immigrant_Generation,Immigrant_Source,Language_English,Diaspora_Ties,Education,Student,Education_Change,Employment_Status,Change_Performance,Work_History,Military,Foreign_Military,Social_Stratum_Childhood,Social_Stratum_Adulthood,Aspirations,Abuse_Child,Abuse_Adult,Abuse_type1,Abuse_Type2,Abuse_Type3,Psychological,Alcohol_Drug,Absent_Parent,Overseas_Family,Close_Family,Family_Religiosity,Family_Ideology,Family_Ideological_Level,Prison_Family_Friend,Crime_Family_Friend,Radical_Friend,Radical_Family,Radical_Signif_Other,Relationship_Troubles,Platonic_Troubles,Unstructured_Time,Friendship_Source1,Friendship_Source2,Friendship_Source3,Kicked_Out,Previous_Criminal_Activity,Previous_Criminal_Activity_Type1,Previous_Criminal_Activity_Type2,Previous_Criminal_Activity_Type3,Previous_Criminal_Activity_Age,Gang,Gang_Ideology,Gang_Age_Joined,Gang_Radicalize,Trauma,Other_Ideologies,Angry_US,Group_Grievance,Standing
4652,California,-99,,,12/1/1999,20,,,2,-99,0,-99,-99,3,1,7,2,4,1,2,-88,,,0,-88,,,0,0,3,-99,1,0,0,-99,-99,-88,-88,-88,,,-88,,,,,,,0,1,0,0,1,,,California,-99,,,0,0,-99,7,2,0,0,-99,,,,-99,-99,-99,0,-99,3,45,-99,-99,-99,2,-99,-99,-99,-99,-99,United States of America,1,United States of America,540,0,-88,-88,-88,-99,0,-88,-99,-99,-99,-99,-99,-99,-99,-99,0,0,-88,,,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,,,-99,2,18,,,4,0,-88,-88,-88,-99,0,-99,-99,-99
4656,California,Los Angeles,,,10/31/2004,1,,,1,-99,-99,0,-99,5,0,9,-88,-88,2,3,Earth Liberation Front (ELF),,,-99,-99,,,-99,-99,2,-99,-99,-99,-99,-99,-99,-88,-88,-88,,,-88,,,,,,,0,0,1,0,6,,,-99,-99,,,-99,-99,-99,9,2,-99,-99,-99,,,,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,1,-99,-99,-99,-99,-99,United States of America,1,United States of America,-99,0,-88,-88,-88,-99,-99,-99,-99,-99,-99,-99,0,-99,-99,-99,0,0,-88,,,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,3,-99,-99,-99,-99,,,-99,-99,-99,-99,-99,-99,0,-88,-88,-88,-99,0,-99,-99,-99
4657,Washington,Bellingham,,,6/10/2003,4,,,-99,-99,-99,-99,-99,3,1,7,2,4,-99,0,-88,,,0,-88,,,0,-88,-88,-88,0,-88,-88,-99,-99,-88,-88,-88,,,-88,,,,,,,0,0,1,0,10,,,Washington,-99,,,-99,0,-99,10,5,1,0,-99,,,,2,2,2,-99,-88,-99,20,1,0,-88,2,-99,-99,-99,-99,-99,United States of America,1,United States of America,240,0,-88,-88,-88,4,1,-99,5,-99,-88,0,0,-99,-99,-99,0,0,-88,,,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,6,,,-99,0,-88,-88,-88,-88,0,-88,-88,-88,-99,0,1,-99,-99
4661,Illinois,Chicago,,,2/21/2003,2,,,2,2,0,1,1,4,1,7,2,1,1,3,Palestinian Islamic Jihad (PIJ),,,-99,-99,,,-99,-99,3,-99,1,-99,-99,-99,-99,-88,-88,-88,,,-88,,,,,,,1,0,0,0,11,,,Illinois,Tinley Park,,,0,-99,-99,10,5,1,1,-99,,,,-99,-99,-99,-99,-99,4,41,2,4,-99,2,1,-99,-99,-99,-99,United States of America,2,West Bank,168,1,West Bank,-99,-99,-99,0,-88,1,-99,4,0,-99,-99,-99,-99,0,0,-88,,,0,0,-99,-99,-99,-99,-99,-99,-99,-99,3,0,0,0,-99,-99,-99,,,-99,2,8,,,3,0,-88,-88,-88,-99,0,1,2,-99
4670,Alabama,Birmingham,,,1/20/2004,-88,,,-88,-88,-88,-88,-88,0,0,5,2,4,4,2,-88,,,-99,-99,,,-99,-99,-99,-99,-99,-99,-99,-99,-99,-88,-88,-88,,,-88,,,,,,,0,1,0,0,4,,,Alabama,-99,,,0,0,-99,-99,5,1,0,-99,,,,-99,-99,1,-99,-99,-99,38,-99,-99,-99,2,-99,-99,-99,-99,-99,United States of America,1,United States of America,-99,0,-88,-88,-88,-99,-99,-99,-99,-99,-99,-99,0,-99,-99,-99,0,0,-88,,,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,6,,,-99,-99,-99,-99,-99,-99,0,-88,-88,-88,-99,0,1,3,-99
4671,Alabama,Birmingham,,,1/20/2004,-88,,,-88,-88,-88,-88,-88,0,0,5,1,4,1,1,-88,,,0,-88,,,0,-99,2,-88,1,-99,0,-99,1,-88,-88,-88,,,-88,,,,,,,0,0,0,1,15,,,Alabama,-99,,,0,0,-99,1,2,-99,-99,-99,,,,-99,-99,1,0,-99,3,-99,-99,-99,-99,2,-99,-99,-99,-99,-99,United States of America,1,United States of America,-99,0,-88,-88,-88,-99,0,-88,-99,-99,-99,-99,-99,-99,-99,-99,0,0,-88,,,0,0,-99,-99,-99,-99,-99,-99,-99,-99,3,-99,-99,-99,0,-99,-99,,,-99,-99,-99,-99,-99,-99,0,-88,-88,-88,-99,0,1,0,-99
4673,Montana,Billings,,,5/6/2004,-88,,,-88,-88,-88,-88,-88,0,1,5,2,4,1,2,Project 7,,,-99,-99,,,-99,0,2,-99,1,1,0,-99,-99,-88,-88,-88,,,-88,,,,,,,0,1,0,0,4,,,Montana,-99,,,0,-99,-99,10,4,-99,-99,-99,,,,-99,-99,1,-99,-99,3,25,1,-99,-99,2,-99,-99,-99,-99,-99,United States of America,1,United States of America,300,0,-88,-88,-88,-99,-99,-99,-99,-99,-99,0,0,-99,-99,-99,0,0,-88,,,0,0,-99,-99,-99,-99,-99,-99,-99,-99,3,-99,-99,-99,-99,-99,5,,,-99,-99,-99,-99,-99,-99,0,-88,-88,-88,-99,0,1,-99,-99
4674,Montana,Flathead,,,5/7/2004,-88,,,-88,-88,-88,-88,-88,0,1,5,-99,4,-99,2,Project 7,,,-99,-99,,,-99,0,3,48,-99,-99,-99,-99,-99,-88,-88,-88,,,-88,,,,,,,0,1,0,0,2,,,Montana,-99,,,0,0,2,10,5,-99,0,-99,,,,-99,-99,1,-99,-88,3,44,2,3,-99,2,-99,-99,-99,-99,-99,United States of America,1,United States of America,-99,0,-88,-88,-88,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,0,0,-88,,,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,,,-99,-99,-99,-99,-99,-99,0,-88,-88,-88,-99,0,1,-99,-99
4675,Montana,Kalispell,,,5/8/2004,-88,,,-88,-88,-88,-88,-88,0,1,5,2,4,1,2,Project 7,,,-99,-99,,,0,0,2,24,1,-99,0,0,0,-88,-88,-88,,,-88,,,,,,,0,1,0,0,4,,,Montana,Flathead Valley,,,0,0,2,10,4,-99,0,1,,,,2,2,1,-99,-88,-99,53,-99,-99,-99,2,-99,0,-88,0,-88,United States of America,1,United States of America,648,0,-88,-88,-88,4,0,-88,-99,-99,3,1,0,-99,2,-99,0,0,-88,,,0,0,-99,-99,-99,-99,-99,-99,-99,2,3,-99,0,-99,0,-99,5,,,-99,0,-88,-88,-88,-88,0,-88,-88,-88,-99,0,0,3,-99
4676,California,Sacramento,,,2/4/1974,14,1,,-99,-99,-99,-99,-88,5,1,10,2,4,1,3,Symbionese Liberation Army (SLA),,,-99,-99,,,-99,1,2,24,-99,-99,-99,-88,-99,-88,-88,-88,,,-88,,,,,,,0,0,1,0,7,9,,California,-99,,,-99,0,2,10,4,-99,-99,-99,,,,-99,-99,2,-99,-99,3,26,2,2,-99,2,-99,-99,-99,-99,-99,United States of America,1,United States of America,312,0,-88,-88,-88,5,0,-88,1,-99,4,0,0,-99,2,-99,0,0,-88,,,0,0,-99,-99,-99,-99,-99,-99,1,2,3,-99,-99,-99,-99,0,-99,,,-99,-99,-99,-99,-99,-99,0,-88,-88,-88,-99,0,1,-99,-99
4679,Nevada,Reno,,,9/21/2004,14,,,0,-88,-88,-88,-88,1,0,6,2,4,1,3,Aryan Nations,,,0,-88,,,-99,-99,3,-99,-99,-99,-99,-99,0,-88,-88,-88,,,-88,,,,,,,0,1,0,0,2,,,Nevada,-99,,,-99,-99,1,5,5,-99,-99,-99,,,,-99,-99,-99,-99,-88,3,40,-99,-99,-99,2,11,-99,-99,-99,-99,United States of America,-99,-99,-99,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,-88,,,0,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,,,-99,0,-88,-88,-88,-88,0,-88,-88,-88,-99,0,1,3,-99
4683,New York,Brooklyn,,,1/10/2003,-88,,,-88,-88,-88,-88,-88,0,0,5,2,4,4,2,al-Qaeda (unspecified),HAMAS,,-99,-99,,,1,0,2,-99,1,1,1,-99,-99,-88,-88,-88,,,-88,,,,,,,1,0,0,0,11,,,New York,Brooklyn,,,1,1,-99,6,4,1,1,-99,,,,1,-99,1,1,-99,4,31,-99,-99,-99,2,5,-99,-99,-99,-99,-99,-99,Yemen,-99,-99,Yemen,-99,2,-99,0,-88,1,-99,4,-99,-99,-99,2,-99,0,0,-88,,,0,0,-99,1,-99,1,-99,-99,-99,2,2,0,0,-99,-99,-99,4,,,-99,-99,-99,-99,-99,-99,0,-88,-88,-88,-99,0,1,1,-99
4688,Texas,Richardson,,,12/4/2001,-88,,,-88,-88,-88,-88,-88,0,0,5,2,4,1,1,HAMAS,,,0,-88,,,1,0,2,120,1,1,-88,0,0,-88,-88,-88,,,-88,,,,,,,1,0,0,0,11,,,Texas,Richardson,,,0,0,3,8,4,0,0,-99,,,,1,1,1,-99,-88,4,46,2,3,-99,2,5,0,-88,0,-88,United States of America,2,Gaza Strip,420,1,Gaza Strip,-99,1,-99,0,-88,2,0,4,0,0,2,2,-99,0,0,-88,,,0,0,-99,1,2,2,1,3,1,2,2,2,0,0,0,0,3,6,,0,0,-88,-88,-88,-88,0,-88,-88,-88,0,0,1,2,0
4691,Louisiana,Lafayette,,,10/13/2004,-88,,,-88,-88,-88,-88,-88,0,0,1,2,4,4,0,al-Qaeda (unspecified),,,-99,-99,,,-99,-88,-88,-88,0,-88,-88,-99,-99,-88,-88,-88,,,-88,,,,,,,1,0,0,0,11,,,Louisiana,-99,,,-99,-99,3,6,1,-99,-99,-99,,,,1,1,1,-99,-88,4,47,-99,-99,-99,2,5,-99,-99,-99,-99,United States of America,-99,-99,312,-99,-99,-99,-99,-99,0,-88,-99,-99,-99,0,0,-99,-99,-99,0,0,-88,,,0,0,-99,1,-99,-99,-99,-99,-99,-99,2,-99,0,-99,-99,-99,-99,,,-99,0,-88,-88,-88,-88,0,-88,-88,-88,-99,0,1,-99,-99
4692,Wisconsin,-99,South Dakota,,1/1/1997,-88,,,-88,-88,-88,-88,-88,0,0,3,2,4,1,1,Animal Liberation Front (ALF),,,0,-88,,,-99,-99,2,-88,1,0,-99,2,2,-88,-88,-88,,,-88,,,,,,,0,0,1,0,6,,,Washington,Mercer Island,,,1,0,2,9,5,0,0,0,,,,1,2,1,0,-88,3,27,1,0,-88,2,17,0,-88,0,-88,United States of America,1,United States of America,336,0,-88,-88,-99,4,0,-88,-99,-99,-99,0,0,3,1,-99,0,0,-88,,,0,0,-99,-99,-99,0,0,0,-99,-99,1,-99,-99,-99,-99,0,-99,,,-99,0,-88,-88,-88,-88,0,-88,-88,-88,3,0,0,2,-99
4695,New York,New York,,,5/5/1969,6,2,,-99,-99,-99,-99,-88,4,1,10,2,4,6,3,Black Panther Party,,,-99,-99,,,-99,-99,2,-99,-99,-99,-99,-88,-99,-88,-88,-88,,,-88,,,,,,,0,0,1,0,8,,,California,-99,,,-99,-99,-99,10,5,1,0,-99,,,,-99,-99,1,-99,-99,2,30,1,-99,-99,2,-99,-99,-99,-99,-99,United States of America,1,United States of America,360,0,-88,-88,-88,-99,0,-88,-99,-99,-99,-99,-99,-99,-99,-99,0,0,-88,,,0,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,,,-99,3,3,16,,2,0,-88,-88,-88,-99,0,1,3,-99
4696,Mississippi,Jackson,Alabama,Montgomery,5/1/1966,-88,,,-88,-88,-88,-88,-88,0,0,2,1,2,6,3,Black Panther Party,,,-99,-99,,,-99,-99,3,48,0,-88,-88,-88,-99,-88,-88,-88,,,-88,,,,,,,0,0,1,0,8,,,-99,-99,,,1,0,2,5,4,1,0,8,,,,2,2,1,2,1,2,25,1,0,-88,2,-99,-99,-99,-99,-99,United States of America,2,Trinidad,216,1,Trinidad,1,-99,4,1,-99,5,-99,-88,0,0,-99,-99,-99,0,0,-88,,,0,0,2,-99,2,-99,-99,-99,1,-99,2,-99,-99,-99,-99,-99,-99,,,1,1,6,,,1,1,0,3,3,-99,0,1,2,-99
4697,New York,-99,,,1/1/1963,-99,,,-99,-99,-99,-99,-88,4,1,7,2,2,1,2,-88,,,1,3,,,1,-99,3,-99,0,-88,-88,-88,-99,-88,-88,-88,,,-88,,,,,,,0,0,1,0,8,,,New York,-99,,,-99,0,-99,10,5,-99,0,0,,,,1,1,3,0,-88,2,22,-99,-99,-99,2,-99,0,-88,0,-88,United States of America,1,United States of America,-99,0,-88,-88,-88,-99,0,-88,-99,-99,-99,0,0,-99,-99,-99,0,0,-88,,,0,0,-99,-99,-99,-99,-99,-99,1,2,3,-99,-99,-99,-99,-99,-99,,,-99,-99,-99,-99,-99,-99,0,-88,-88,-88,-99,0,1,-99,-99
4702,Wisconsin,Madison,,,8/24/1970,8,,,2,2,0,1,-88,5,1,10,2,4,4,2,-88,,,-99,-99,,,-99,0,2,-99,1,0,0,-88,-99,-88,-88,-88,,,-88,,,,,,,0,0,1,0,7,,,Wisconsin,-99,,,-99,-99,1,10,5,-99,-99,2,,,,2,-99,-99,2,-88,-99,18,1,0,-88,2,-99,-99,-99,-99,-99,United States of America,1,United States of America,216,0,-88,-88,-88,4,1,-99,5,-99,-88,0,0,2,2,-99,0,0,-88,,,0,0,-99,-99,-99,-99,-99,-99,-99,-99,3,-99,-99,-99,-99,0,1,,,0,0,-88,-88,-88,-88,0,-88,-88,-88,-99,0,1,-99,-99
4703,Pennsylvania,-99,,,5/1/1985,-88,,,-88,-88,-88,-88,-88,0,1,10,2,3,2,3,May 19th Communist Order,Weather Underground,,-99,-99,,,-99,-99,2,-99,0,-88,-88,-88,0,-88,-88,-88,,,-88,,,,,,,0,0,1,0,7,9,,-99,-99,,,-99,0,-99,10,5,1,0,-99,,,,-99,-99,-99,-99,-88,3,45,-99,-99,-99,1,-99,-99,-99,-99,-99,United States of America,1,United States of America,540,0,-88,-88,-88,-99,-99,-99,-99,-99,-99,0,0,-99,-99,-99,0,0,-88,,,0,0,-99,-99,-99,-99,-99,-99,1,2,3,-99,-99,-99,-99,0,-99,,,-99,0,-88,-88,-88,-88,0,-88,-88,-88,-99,0,1,3,-99
4704,New Jersey,Clinton,,,5/2/1973,3,,,-99,-99,0,1,-88,5,1,10,2,4,2,3,Black Liberation Army,,,0,-88,,,0,-99,3,24,0,-88,-88,-88,1,-88,-88,-88,,,-88,,,,,,,0,0,1,0,8,,,-99,-99,,,-99,0,-99,10,5,-99,0,8,,,,1,1,1,-99,-88,2,25,3,-99,-99,1,8,1,1/1/1957,-99,-99,United States of America,1,United States of America,310,0,-88,-88,-88,4,1,-99,5,-99,-88,0,0,2,-99,-99,1,0,3,1,,0,0,2,-99,1,1,0,-99,1,2,3,0,2,0,0,-99,1,5,,0,1,20,,,2,0,-88,-88,-88,0,0,1,3,0
4705,New York,Nanuet,,,10/20/1981,1,,,-99,-99,-99,-99,-88,4,1,10,2,4,4,3,Black Liberation Army,Black Panther Party,,-99,-99,,,1,-99,3,-99,1,-99,1,-88,2,-88,-88,-88,,,-88,,,,,,,0,0,1,0,8,,,New York,-99,,,-99,-99,3,10,4,-99,-99,-99,,,,-99,-99,-99,-99,-99,2,37,-99,8,-99,2,-99,-99,-99,-99,-99,United States of America,1,United States of America,-99,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,1,-99,0,0,-88,,,0,0,-99,-99,-99,-99,-99,-99,-99,-99,3,-99,-99,-99,-99,-99,6,,,-99,3,3,,,1,0,-88,-88,-88,-99,0,-99,3,-99
4706,New York,Queens,,,4/16/1981,1,3,,-99,-99,-99,1,-88,5,1,10,2,4,-99,3,Black Liberation Army,,,-99,-99,,,-99,0,2,-99,-99,-99,-99,-88,-99,-88,-88,-88,,,-88,,,,,,,0,0,1,0,8,,,New York,-99,,,1,0,-99,10,5,0,0,0,,,,-99,-99,1,0,-99,2,32,-99,-99,-99,2,-99,0,-88,-99,-99,United States of America,1,United States of America,276,0,-88,-88,-88,-99,-99,-99,-99,-99,-99,0,0,-99,-99,0,0,0,-88,,,0,0,-99,-99,-99,-99,-99,-99,-99,2,3,-99,-99,-99,-99,0,-99,,,-99,3,3,4,6,-99,0,-88,-88,-88,-99,0,1,3,-99
4707,New York,Nanuet,,,10/20/1981,1,,,2,2,0,1,-88,5,1,10,2,4,6,3,Black Liberation Army,Black Panther Party,,-99,-99,,,-99,-99,2,-99,0,-88,-88,-88,-99,-88,-88,-88,,,-88,,,,,,,0,0,1,0,8,,,New York,New York,,,1,1,3,10,5,1,0,0,,,,2,2,1,0,0,2,37,-99,-99,-99,2,-99,-99,-99,-99,-99,United States of America,1,United States of America,444,0,-88,-88,-88,-99,0,-88,-99,-99,1,4,0,-99,1,-99,0,1,3,,,0,0,-99,-99,-99,-99,-99,-99,1,2,3,-99,-99,-99,-99,1,-99,,,-99,3,3,4,,3,0,-88,-88,-88,-99,0,1,3,-99
4708,District of Columbia,Washington,New York,,1/1/1973,14,2,1,2,1,1,1,-88,5,1,10,2,4,6,3,Black Liberation Army,,,0,-88,,,1,0,2,444,1,1,0,-88,0,-88,-88,-88,,,-88,,,,,,,0,0,1,0,8,9,,California,-99,Texas,Austin,1,0,3,10,5,1,0,8,,,,1,2,1,2,1,3,34,-99,-99,-99,1,7,-99,-99,-99,-99,United States of America,1,United States of America,408,0,-88,-88,-88,9,0,-88,3,-99,1,0,0,3,3,3,0,0,-88,,,0,0,-99,0,-99,2,3,1,-99,-99,2,-99,-99,-99,-99,-99,5,1,,-99,0,-88,-88,-88,-88,0,-88,-88,-88,-99,0,1,1,0
4712,New York,New York,,,12/1/1984,-88,,,-88,-88,-88,-88,-88,0,1,10,2,4,-99,3,Weather Underground,,,-99,-99,,,-99,-99,-99,-99,-99,-99,-99,-88,-99,-88,-88,-88,,,-88,,,,,,,0,0,1,0,7,9,,New York,-99,,,-99,0,-99,10,-99,1,-99,-99,,,,-99,-99,-99,-99,-99,-99,29,-99,-99,-99,1,-99,-99,-99,-99,-99,United States of America,1,United States of America,312,0,-88,-88,-88,7,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,-88,,,0,0,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,-99,-99,-99,-99,,,-99,0,-88,-88,-88,-88,0,-88,-88,-88,-99,0,1,-99,-99
4714,District of Columbia,Washington,,,11/7/1983,2,,,2,-99,-99,3,-88,5,1,10,2,4,6,2,-88,,,-99,-99,,,-99,-99,2,-99,-99,-99,-99,-88,-99,-88,-88,-88,,,-88,,,,,,,0,0,1,0,9,,,New York,New York,,,-99,-99,3,10,5,-99,-99,2,,,,1,1,3,-99,0,3,35,2,2,-99,2,-99,-99,-99,-99,-99,United States of America,1,United States of America,492,0,-88,-88,-88,11,0,-88,1,0,4,0,0,2,3,3,0,0,-88,,,0,0,0,-99,2,-99,-99,-99,-99,-99,1,-99,-99,-99,-99,0,-99,,,-99,0,-88,-88,-88,-88,0,-88,-88,-88,-99,0,-99,-99,-99
4715,New York,New York,,,1/21/1984,-88,,,-88,-88,-88,-88,-88,0,0,1,1,2,-99,3,Armed Forces of National Liberation (FALN),,,-99,-99,,,-99,-99,2,-99,-99,-99,-99,-88,-99,-88,-88,-88,,,-88,,,,,,,0,0,0,1,12,,,New York,New York,,,-99,-99,-99,7,1,1,-99,-99,,,,-99,-99,1,-99,-99,3,37,-99,-99,-99,1,-99,-99,-99,-99,-99,United States of America,1,United States of America,344,0,-88,-88,-88,-99,0,-88,1,-99,4,-99,0,-99,2,-99,0,0,-88,,,0,0,-99,-99,-99,-99,-99,-99,1,2,3,-99,-99,-99,-99,-99,-99,,,-99,-99,-99,-99,-99,-99,0,-88,-88,-88,-99,0,1,1,-99
4716,New York,-99,,,1/1/1982,-88,,,-88,-88,-88,-88,-88,0,1,10,2,4,1,3,May 19th Communist Order,,,-99,-99,,,-99,-99,-99,-99,-99,-99,-99,-88,-99,-88,-88,-88,,,-88,,,,,,,0,0,1,0,8,9,,-99,-99,,,-99,-99,-99,10,5,1,-99,2,,,,-99,-99,1,2,-99,3,34,-99,-99,-99,1,-99,-99,-99,-99,-99,Italy,-99,Italy,396,1,Italy,1,-99,5,-99,-99,-99,-99,-99,-99,-99,3,-99,-99,0,0,-88,,,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,,,-99,-99,-99,-99,-99,-99,0,-88,-88,-88,-99,0,1,-99,-99
4719,New York,-99,,,1/1/1964,-88,,,-88,-88,-88,-88,-88,0,0,2,1,4,6,1,-88,,,-99,-99,,,-99,0,3,36,-99,-99,-99,-88,1,-88,-88,-88,,,-88,,,,,,,0,0,1,0,9,,,New York,Buffalo,New York,New York,1,-99,3,9,4,1,1,2,8,,,1,1,1,0,-88,3,49,2,2,-99,2,-99,0,-88,0,-88,United States of America,1,United States of America,588,0,-99,-99,-99,-99,0,-88,1,0,3,1,0,1,2,3,0,0,-88,,,0,0,-99,-99,2,-99,3,2,-99,-99,1,1,1,0,0,0,-99,,,-99,0,-88,-88,-88,-88,0,-88,-88,-88,-99,1,1,3,0
4741,Missouri,Norbourne,,,2/1/1968,14,1,,1,-99,-99,-99,-88,3,1,7,2,4,6,2,-88,,,0,-88,,,0,-99,3,-99,-99,-99,-99,-88,1,-88,-88,-88,,,-88,,,,,,,0,1,0,0,1,,,Missouri,Norbourne,,,0,0,-99,9,4,0,1,3,,,,-99,1,1,0,-88,3,45,-99,-99,-99,2,15,1,-99,-99,-99,United States of America,1,United States of America,540,0,-88,-88,-88,4,-99,-99,2,-99,4,1,0,2,3,-99,0,0,-88,,,2,0,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,,,-99,-99,-99,-99,-99,-99,0,-88,-88,-88,-99,0,-99,-99,-99
4742,Pennsylvania,Reading,,,3/2/1974,-88,,,-88,-88,-88,-88,-88,0,0,6,1,4,6,3,Ku Klux Klan,,,-99,-99,,,-99,1,3,528,-99,-99,-99,-88,-99,-88,-88,-88,,,-88,,,,,,,0,1,0,0,2,5,,Pennsylvania,Reading,,,0,0,3,9,5,0,0,-99,,,,1,1,1,-99,-99,3,35,-99,-99,-99,2,11,-99,-99,-99,-99,United States of America,1,United States of America,420,0,-88,-88,-88,2,0,-88,-99,-99,-99,4,0,-99,-99,-99,0,0,-88,,,0,0,2,-99,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,,,1,3,4,20,,2,0,-88,-88,-88,2,0,-99,1,-99
4743,Oklahoma,-99,,,4/19/1995,-88,,,-88,-88,-88,-88,-88,0,1,5,2,4,1,2,Sovereign Citizens,,,0,-88,,,1,0,1,72,1,-99,0,-99,-99,-88,-88,-88,,,-88,,,,,,,0,1,0,0,4,,,Michigan,-99,,,0,0,1,10,3,1,0,8,,,,-99,1,1,3,-99,3,42,3,1,-99,2,15,-99,-99,-99,-99,United States of America,1,United States of America,816,0,-88,-88,-88,-99,0,-88,2,-99,4,0,0,2,2,-99,0,0,-88,,,0,0,0,-99,-99,-99,0,0,-99,-99,3,3,0,-99,0,1,5,,,-99,-99,-99,-99,-99,-99,0,-88,-88,-88,-99,1,1,0,-99
4744,Virginia,Pulaski,,,4/27/1995,-88,,,-88,-88,-88,-88,-88,0,0,5,2,4,-99,2,-88,,,-99,-99,,,-99,-99,2,-99,0,-88,-88,-99,-99,-88,-88,-88,,,-88,,,,,,,0,1,0,0,1,4,,Virginia,-99,,,-99,0,-99,9,4,-99,-99,-99,,,,-99,-99,-99,3,-88,3,35,-99,-99,-99,2,-99,-99,-99,-99,-99,United States of America,1,United States of America,420,0,-88,-88,-88,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,-88,,,0,0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,,,-99,-99,-99,-99,-99,-99,0,-88,-88,-88,-99,0,-99,-99,-99
4745,Virginia,New River Valley,,,7/31/1994,-88,,,-88,-88,-88,-88,-88,0,0,5,2,4,4,2,-88,,,0,-88,,,0,0,3,5,1,0,0,-99,-99,-88,-88,-88,,,-88,,,,,,,0,1,0,0,1,,,Virginia,-99,,,0,-99,-99,9,5,1,0,-99,,,,-99,-99,1,-99,-88,3,40,1,0,-88,2,11,-99,-99,-99,-99,United States of America,1,United States of America,480,0,-88,-88,-88,-99,-99,-99,1,-88,3,1,0,-99,2,0,0,0,-88,,,0,0,-99,-99,-99,-99,-99,-99,-99,-99,1,-99,-99,0,0,1,5,4,6,-99,0,-88,-88,-88,-88,0,-88,-88,-88,-99,0,1,0,-99
4751,Virginia,-99,,,1/1/1974,-88,,,-88,-88,-88,-88,-88,0,0,4,2,4,1,1,-88,,,0,-88,,,2,1,3,516,1,0,-99,-88,0,-88,-88,-88,,,-88,,,,,,,0,0,1,0,9,,,Virginia,-99,,,0,0,3,7,5,1,1,-99,,,,1,2,1,-99,-88,3,64,2,1,30,2,6,-99,-99,-99,-99,United States of America,1,United States of America,720,0,-88,-88,-88,4,0,-88,2,-99,4,3,0,-99,3,-99,0,0,-88,,,0,0,0,-99,-99,2,-99,-99,-99,-99,-99,-99,-99,1,-99,0,-99,,,0,-99,-99,-99,-99,-99,0,-88,-88,-88,0,1,1,-99,-99
